Australian Bureau of Statistics,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
"2016 Census - Counting Persons, Place of Usual Residence (MB)",,,,,,,,,,,,,,,
SA2 (UR) by HEAP - 1 Digit Level by CITP Australian Citizenship,,,,,,,,,,,,,,,
Counting: Persons Place of Usual Residence,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Filters:,,,,,,,,,,,,,,,
Default Summation,Persons Place of Usual Residence,,,,,,,,,,,,,,
CITP Australian Citizenship,Australian,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
SA2 (UR),Postgraduate Degree Level,Graduate Diploma and Graduate Certificate Level,Bachelor Degree Level,Advanced Diploma and Diploma Level,Certificate III & IV Level,Secondary Education - Years 10 and above,Certificate I & II Level,Secondary Education - Years 9 and below,Supplementary Codes,Not stated,Not applicable,Total,pop,bach.count,bach
Albury - North,119,138,685,560,1639,2361,5,867,239,355,1629,8602,6618,942,14.23390752
Beechboro,204,113,1160,954,2165,4523,8,772,472,463,3327,14158,10368,1477,14.24575617
Coffs Harbour - North,205,168,1263,1190,2567,4213,21,1413,449,752,2813,15049,11484,1636,14.24590735
Tullamarine,74,74,444,403,848,1603,0,525,183,302,820,5272,4150,592,14.26506024
Singleton - Golden Bay - Secret Harbour,179,188,1168,1165,2982,4227,5,525,319,317,4379,15454,10758,1535,14.26845139
Goulburn Region,222,146,857,878,2097,2925,11,1105,341,631,2071,11284,8582,1225,14.27406199
Shepparton Region - East,49,74,251,264,567,1025,3,316,77,159,731,3509,2619,374,14.28025964
Greenfield Park - Prairiewood,96,40,653,517,731,2254,6,769,465,214,1404,7140,5522,789,14.28830134
Glenlee - Rockyview,66,52,322,247,801,1263,8,263,58,77,882,4038,3079,440,14.29035401
Lyndoch,72,64,452,474,1038,1527,5,326,146,197,1208,5516,4111,588,14.30308927
Colac Region,71,65,377,343,827,1306,5,489,102,277,988,4851,3586,513,14.30563302
Guildford - South Granville,349,78,1196,1031,1443,4875,16,1529,829,743,4424,16512,11345,1623,14.30586161
Redland Bay,230,166,1043,1099,2573,3914,7,722,302,371,3098,13525,10056,1439,14.30986476
Erskine Park,112,39,493,397,1045,1891,0,362,150,134,1165,5796,4497,644,14.32065822
Leopold,173,150,936,1039,2262,3024,16,946,253,440,2418,11645,8787,1259,14.32798452
Gladstone Park - Westmeadows,230,199,1300,1191,2314,4882,9,1429,510,641,2642,15341,12058,1729,14.33902803
Callala Bay - Currarong,63,43,265,260,664,873,4,300,126,182,482,3251,2587,371,14.34093545
Dubbo - East,127,143,709,507,1661,2580,10,866,216,386,1981,9190,6823,979,14.34852704
Dardanup,25,33,246,209,526,868,0,149,52,103,606,2826,2117,304,14.35994332
Dandenong,376,142,1376,1272,1932,5015,21,2130,894,952,3804,17917,13161,1894,14.39100372
Mudgee,122,114,849,625,1907,2756,10,855,281,529,2361,10403,7513,1085,14.4416345
Wonthaggi - Inverloch,311,356,1500,1449,3412,5255,22,2182,501,1270,3306,19562,14986,2167,14.46016282
Moranbah,66,66,542,319,1466,1844,3,226,110,181,2167,7003,4655,674,14.47905478
Kinglake,60,69,239,330,733,843,0,175,82,146,695,3377,2536,368,14.51104101
Leongatha,125,174,784,708,1728,2720,9,978,213,468,1987,9899,7444,1083,14.54862977
Rutherglen,47,59,285,234,646,1008,0,338,62,238,620,3545,2687,391,14.55154447
Strathalbyn Region,98,88,537,542,1230,1914,5,359,200,275,1187,6429,4967,723,14.55607006
Roxby Downs,52,34,252,156,788,876,0,85,64,56,910,3285,2319,338,14.57524795
Roma,60,60,480,336,1025,1617,9,427,106,274,1305,5694,4115,600,14.58080194
Cranbourne West,235,101,827,969,1908,2902,9,745,268,324,3342,11627,7961,1163,14.6087175
Wodonga,350,366,1667,1806,3983,5774,20,1795,530,935,4458,21688,16295,2383,14.62411783
Emerald,119,116,856,552,2145,3024,8,470,164,347,3037,10836,7452,1091,14.640365
Landsborough,153,129,699,695,1766,2502,5,530,214,355,1859,8912,6698,981,14.64616303
Trafalgar (Vic.),106,125,528,523,1316,1786,13,631,155,325,1353,6853,5175,759,14.66666667
Chester Hill - Sefton,282,102,1219,958,1554,4561,15,1473,770,588,3464,14980,10928,1603,14.66874085
Noble Park - West,269,116,1081,859,1367,3952,16,1562,779,589,2585,13167,9993,1466,14.67026919
Paynesville,78,125,465,480,1129,1567,7,540,150,375,704,5623,4544,668,14.70070423
Cessnock Region,139,96,534,490,1370,1742,6,637,209,307,1370,6903,5226,769,14.7148871
East Mackay,37,38,270,174,567,909,4,266,66,155,568,3064,2341,345,14.73729176
Ormeau - Yatala,255,155,1244,1332,2733,4313,13,776,375,375,4437,16020,11208,1654,14.7573162
Bacchus Marsh,303,297,1394,1340,3120,5123,15,1504,393,708,3995,18202,13499,1994,14.77146455
Swansea - Caves Beach,200,154,884,784,2045,2818,3,1139,340,527,1722,10619,8370,1238,14.79091995
Kariong,89,60,460,486,984,1526,0,317,189,150,1337,5604,4117,609,14.79232451
Capalaba,250,199,1317,1143,2936,4688,16,975,393,434,2959,15313,11920,1766,14.81543624
Ellenbrook,395,297,2190,2137,4774,8013,18,1014,612,739,8104,28292,19449,2882,14.81824258
Euroa,81,112,462,470,918,1560,3,670,138,353,851,5623,4419,655,14.822358
Blayney,103,84,533,411,1128,1741,3,633,194,362,1422,6624,4840,720,14.87603306
Kilsyth,122,118,674,692,1530,2159,7,639,196,347,1539,8030,6144,914,14.87630208
Driver,43,39,159,170,440,626,3,101,43,85,581,2286,1620,241,14.87654321
Cooma,105,76,474,393,1059,1602,6,526,165,341,1010,5753,4402,655,14.87960018
No Usual Address (Tas.),17,11,54,49,108,224,5,66,18,47,67,665,551,82,14.88203267
North Geelong - Bell Park,197,188,1068,934,2054,3373,12,1540,392,645,2147,12551,9759,1453,14.88882058
Townsville - South,93,44,314,266,804,1152,3,274,80,164,711,3902,3027,451,14.89924017
Karabar,180,125,536,525,1185,2249,5,649,194,275,1480,7399,5644,841,14.90077959
Forrestfield - Wattle Grove,264,155,1238,1039,2584,4670,3,794,379,448,3368,14935,11119,1657,14.90241928
Dorrigo,40,47,244,183,481,797,0,352,79,155,464,2840,2221,331,14.90319676
Wyoming,178,108,829,825,1663,2764,13,812,283,646,1925,10050,7479,1115,14.90841022
Lara,239,215,1274,1280,2774,4246,7,1211,341,507,3310,15394,11577,1728,14.92614667
Barossa - Angaston,88,94,454,427,947,1616,7,450,169,197,1100,5554,4257,636,14.94009866
Rockhampton - West,81,68,451,276,896,1624,3,504,120,279,961,5256,4016,600,14.94023904
Edensor Park,128,35,833,630,907,2757,5,832,541,217,1586,8469,6666,996,14.94149415
No Usual Address (WA),71,46,344,235,834,1158,0,284,122,188,310,3580,3082,461,14.9578196
Kirwan - West,171,178,1197,995,2519,4416,8,615,244,309,3227,13866,10330,1546,14.9661181
Eurobodalla Hinterland,70,43,244,233,652,800,5,245,80,147,446,2978,2385,357,14.96855346
Wangaratta,248,299,1361,1211,2805,4564,12,1836,413,1011,3127,16881,12743,1908,14.97292631
Upper Coomera - Willow Vale,392,270,1782,1944,4159,6238,15,987,503,521,6804,23624,16299,2444,14.99478496
Punchbowl,375,82,1318,1048,1440,5084,8,1541,941,616,4028,16478,11834,1775,14.99915498
Rocklea - Acacia Ridge,147,69,601,420,1129,2154,13,666,233,327,1420,7185,5438,817,15.02390585
Belmont - Bennetts Green,259,186,1460,1209,3195,4272,22,1546,534,770,3088,16537,12679,1905,15.02484423
Bayonet Head - Lower King,57,80,337,348,723,1245,5,260,101,153,943,4250,3154,474,15.02853519
Sunshine West,243,110,1275,826,1397,4154,15,2081,697,767,2595,14168,10806,1628,15.06570424
Thornlie,291,220,1528,1319,2869,5783,12,970,535,645,3691,17868,13532,2039,15.06798699
Traralgon,353,372,1934,1629,4466,6250,11,2131,492,1024,4776,23443,17643,2659,15.07113303
Castlereagh - Cranebrook,463,192,1623,1513,3573,5828,21,1417,462,499,5184,20772,15089,2278,15.0970906
Smythes Creek,42,76,281,261,655,981,0,268,67,153,824,3617,2640,399,15.11363636
Hadfield,82,65,392,321,572,1315,0,644,170,285,893,4741,3563,539,15.12770138
Penrith,281,122,882,778,1706,3219,8,1129,346,551,1915,10936,8470,1285,15.17119244
Craigieburn - South,313,111,957,943,1715,3649,18,1003,395,301,3180,12581,9100,1381,15.17582418
Gilbert Valley,66,72,377,336,695,1377,4,371,101,196,787,4376,3393,515,15.17830828
The Parks,271,106,1281,737,1535,4600,15,1750,637,667,2632,14222,10923,1658,15.17898013
Aroona - Currimundi,125,147,774,656,1711,2533,9,673,260,331,1842,9059,6886,1046,15.19024107
Werribee - West,179,154,827,813,1763,2813,10,804,271,372,1946,9945,7627,1160,15.20912548
Palmerston - North,69,66,239,314,739,843,0,107,70,101,970,3530,2459,374,15.20943473
Sippy Downs,135,101,747,661,1418,2703,11,448,207,265,1849,8542,6428,983,15.29247044
Nelson Bay Peninsula,405,226,1600,1702,3529,4938,21,1434,734,1022,2896,18504,14586,2231,15.29548882
Maitland - East,465,305,2121,1929,4508,6563,33,2319,651,866,5318,25073,18889,2891,15.30520409
Chiltern - Indigo Valley,48,55,225,225,528,760,5,238,67,159,536,2836,2141,328,15.31994395
Churchill,186,171,821,733,2008,2686,8,848,215,429,1877,9988,7682,1178,15.33454829
West Mackay,71,55,477,282,984,1477,4,482,97,242,938,5110,3930,603,15.34351145
Bathurst - East,159,150,807,660,1806,2542,15,860,281,359,2549,10179,7271,1116,15.3486453
Bohle Plains,102,77,557,445,1365,1888,0,263,95,118,1680,6592,4794,736,15.35252399
Tomerong - Wandandian - Woollamia,69,56,247,239,722,747,0,246,89,137,533,3093,2423,372,15.35286835
Morisset - Cooranbong,348,153,1083,1005,2448,3412,13,1374,487,911,2221,13448,10316,1584,15.35478868
Kangaroo Island,75,62,344,255,620,1330,3,333,103,210,685,4025,3130,481,15.36741214
Ulladulla Region,115,74,369,338,1011,1146,7,379,176,223,663,4516,3630,558,15.37190083
Norfolk Island,24,14,126,113,244,422,0,54,58,94,268,1428,1066,164,15.38461538
Narre Warren - North East,236,142,975,937,1885,3407,7,863,329,343,2428,11562,8791,1353,15.39074053
Bonnells Bay - Silverwater,187,115,638,701,1543,1983,6,651,286,321,1553,7981,6107,940,15.39217292
Clarkson,178,113,781,754,1649,2918,6,306,263,249,2290,9503,6964,1072,15.39345204
Seymour Region,71,58,320,322,696,1079,4,276,90,161,778,3855,2916,449,15.39780521
Bli Bli,118,104,641,635,1451,2042,0,411,194,289,1544,7428,5595,863,15.42448615
Yea,50,49,272,247,555,837,0,301,85,180,534,3118,2404,371,15.43261231
Hallam,176,74,729,639,1116,2479,9,769,345,364,1706,8408,6338,979,15.4465131
Geraldton - South,123,150,699,576,1512,2567,3,446,215,242,2049,8578,6287,972,15.46047399
Bossley Park - Abbotsbury,284,99,1580,1200,1988,4996,19,1621,897,516,2901,16111,12694,1963,15.46399874
Karama,76,56,293,208,565,1175,4,272,99,143,946,3837,2748,425,15.4657933
Longreach,43,51,278,214,473,986,0,274,71,190,618,3210,2402,372,15.48709409
Caloundra - Kings Beach,110,86,502,474,994,1666,3,507,166,323,514,5343,4506,698,15.49045717
Lilydale - Coldstream,263,268,1478,1440,3142,4644,8,1308,389,583,3312,16840,12945,2009,15.5195056
Oxenford - Maudsland,226,139,1070,1072,2364,3479,5,592,300,327,3116,12689,9246,1435,15.52022496
Mount Nasura - Mount Richon - Bedfordale,107,87,632,586,1280,2094,3,320,208,215,1276,6811,5320,826,15.52631579
Rosebery - Bellamack,93,70,409,413,1108,1287,11,171,129,122,1684,5490,3684,572,15.52660152
Batemans Bay - South,153,124,622,570,1307,2041,11,689,250,531,1093,7406,5782,899,15.5482532
Acton,38,6,134,11,23,930,0,0,4,13,4,1161,1144,178,15.55944056
Weipa,49,46,260,167,825,754,3,112,65,125,934,3340,2281,355,15.56334941
Yeppoon,249,244,1361,956,2899,4672,17,1184,338,624,3121,15657,11912,1854,15.564137
Sunshine North,137,72,836,481,801,2685,9,1207,479,470,1686,8867,6711,1045,15.57144986
Narre Warren South (West),307,138,1061,1034,1927,3866,9,864,458,345,3628,13632,9659,1506,15.59167616
Hoppers Crossing - North,356,172,1347,1244,2413,4739,11,1307,416,484,3228,15718,12006,1875,15.6171914
No Usual Address (OT),0,0,5,5,3,8,0,0,0,3,4,39,32,5,15.625
Golden Beach - Pelican Waters,227,156,927,907,1820,3196,7,815,315,415,1589,10381,8377,1310,15.63805658
Merrimac,88,55,470,485,840,1590,3,269,120,255,1091,5265,3919,613,15.64174534
Eimeo - Rural View,144,135,880,640,2124,2831,6,435,197,235,2899,10532,7398,1159,15.66639632
Hinchinbrook,196,57,985,840,1289,3281,8,720,527,308,2465,10671,7898,1238,15.67485439
Sunbury - South,391,439,2011,1968,4305,6757,28,1652,568,773,4761,23653,18119,2841,15.67967327
Clare,40,55,345,223,620,1104,3,321,88,192,702,3698,2804,440,15.69186876
Ballarat - South,375,379,1795,1475,3632,5944,34,2179,416,1126,3982,21337,16229,2549,15.70645141
Margate - Woody Point,211,146,876,818,1777,2885,7,818,301,443,1737,10026,7846,1233,15.71501402
Dandenong North,337,206,1535,1331,2193,5118,14,1765,722,804,3300,17319,13215,2078,15.72455543
Roxburgh Park - Somerton,382,168,1374,1094,1556,5254,18,1648,735,468,4765,17456,12223,1924,15.74081649
Hoppers Crossing - South,404,194,1221,1130,2240,4558,12,1333,448,475,3003,15028,11550,1819,15.74891775
North Nowra - Bomaderry,259,238,1200,1206,2603,3470,26,1299,473,730,2636,14137,10771,1697,15.75526878
Woolgoolga - Arrawarra,144,150,985,800,1816,2937,9,960,309,460,2024,10599,8115,1279,15.76093654
Mount Sheridan,105,91,631,552,1270,2081,3,341,163,162,1773,7174,5239,827,15.78545524
Burnside,54,27,388,276,491,1199,0,365,163,175,902,4047,2970,469,15.79124579
Mount Annan - Currans Hill,542,263,2135,2122,4295,7069,16,1491,629,509,6895,25977,18573,2940,15.82942982
Liverpool,456,103,1521,1405,1909,5161,22,1706,852,762,3999,17891,13130,2080,15.84158416
Beckenham - Kenwick - Langford,289,121,1151,806,1973,4152,4,896,455,491,2858,13196,9847,1561,15.85254392
Guildford West - Merrylands West,362,113,1391,1147,1818,4788,16,1375,760,686,3868,16323,11769,1866,15.85521285
White Hills - Ascot,127,179,916,675,1974,2764,9,824,252,440,2479,10623,7704,1222,15.86188993
Richardson,58,36,232,207,422,835,5,166,86,80,577,2712,2055,326,15.86374696
Tuggerah - Kangy Angy,85,44,419,347,786,1305,4,339,117,140,1043,4631,3448,548,15.89327146
Hope Valley - Modbury,307,171,1285,1026,2239,4346,7,1312,386,543,2258,13889,11088,1763,15.90007215
Southern Grampians,80,83,492,446,886,1409,9,569,137,312,1063,5493,4118,655,15.9057795
Foster,151,145,651,588,1353,2061,6,786,185,460,1158,7557,5939,947,15.94544536
Portarlington,142,122,574,586,1136,1740,10,724,223,435,823,6513,5255,838,15.94671741
Greenwith,137,103,758,690,1430,2572,6,363,202,160,1779,8197,6258,998,15.94758709
Mount Druitt - Whalan,438,97,1372,1026,1800,4947,17,1630,632,644,4512,17112,11956,1907,15.95015055
Warrnambool - North,251,357,1649,1304,3162,5169,15,1872,373,876,3838,18862,14148,2257,15.95278485
Armidale Region - North,88,41,339,236,580,1095,6,422,120,231,863,4027,2933,468,15.95635868
Canberra East,23,13,48,41,107,206,5,65,24,48,51,625,526,84,15.96958175
Maryland - Fletcher - Minmi,274,141,1025,842,2268,3271,5,886,305,304,3059,12377,9014,1440,15.97514977
No Usual Address (NT),30,32,133,97,291,403,5,157,64,375,161,1756,1220,195,15.98360656
Bargara - Burnett Heads,291,236,1334,1024,2635,4483,12,1284,343,603,2661,14907,11643,1861,15.98385296
Wagga Wagga - South,318,247,1709,1198,3406,5087,25,1708,500,737,4271,19211,14203,2274,16.01070196
Sunbury,180,191,1018,946,2012,3324,9,700,293,343,2366,11383,8674,1389,16.0133733
Kincumber - Picketts Valley,137,95,602,531,1146,1859,3,570,262,323,1174,6700,5203,834,16.02921392
Sale,215,254,1081,923,2205,3427,16,1241,309,609,2536,12813,9668,1550,16.03227141
Noble Park North,121,58,579,408,726,1883,8,688,249,249,1076,6048,4723,758,16.04912132
Clifton Springs,195,221,1054,1054,2224,3205,12,903,290,622,2217,11994,9155,1470,16.05679956
Bannockburn,75,86,500,466,1107,1374,0,381,117,201,1577,5893,4115,661,16.06318348
Sawtell - Boambee,302,255,1611,1318,3099,4684,38,1617,565,773,3400,17665,13492,2168,16.0687815
Redwood Park,234,223,1358,1234,2770,4385,9,703,366,368,2863,14515,11284,1815,16.08472173
Old Bar - Manning Point - Red Head,191,163,846,820,1858,2378,15,795,376,534,1683,9662,7445,1200,16.11820013
Pacific Pines - Gaven,268,161,1170,1169,2363,3867,7,591,318,302,3723,13944,9919,1599,16.12057667
Coogee,122,99,721,586,1358,2242,3,485,227,263,1420,7525,5842,942,16.12461486
Mount Evelyn,143,183,757,818,1697,2330,8,557,214,255,1839,8801,6707,1083,16.14730878
Wangi Wangi - Rathmines,184,135,746,773,1729,2018,14,681,293,275,1391,8252,6586,1065,16.17066505
Mount Baw Baw Region,90,117,467,439,1035,1385,8,525,103,238,979,5385,4168,674,16.17082534
Keilor Downs,207,142,1118,831,1539,3543,6,1269,427,419,1952,11442,9071,1467,16.17241759
Cranbourne North,367,149,1250,1224,2333,4169,14,1021,387,474,4370,15762,10918,1766,16.17512365
Yagoona - Birrong,374,101,1580,1097,1727,5365,17,1653,779,623,3953,17273,12697,2055,16.18492557
Labrador,312,161,1280,1178,2329,4180,6,941,438,671,1909,13386,10806,1753,16.222469
Kingswood - Werrington,441,164,1332,1065,2490,4729,20,1246,444,545,3785,16264,11934,1937,16.23093682
Wanneroo,338,273,1944,1527,3765,6278,5,992,594,597,4658,20964,15709,2555,16.26456172
Carramar,207,151,1089,1046,2202,3467,7,399,316,249,3603,12739,8887,1447,16.28220997
Moruya - Tuross Head,168,135,630,592,1351,1898,12,679,248,445,1018,7185,5722,933,16.30548759
Invermay,52,27,258,157,392,888,4,236,59,127,379,2569,2063,337,16.33543383
Creswick - Clunes,151,164,538,532,1182,1798,3,707,140,430,1231,6878,5217,853,16.35039295
Warwick Farm,95,23,339,265,410,1102,5,389,163,197,742,3731,2792,457,16.36819484
Frenchville - Mount Archer,145,131,746,493,1429,2542,3,583,171,230,1669,8140,6241,1022,16.37558084
Lockridge - Kiara,136,92,777,574,1348,2486,3,482,228,360,1877,8374,6137,1005,16.37607952
Karratha,167,148,1001,755,2446,2941,4,329,253,415,3447,11896,8034,1316,16.38038337
Stockton - Fullerton Cove,160,78,598,483,1251,1634,8,689,210,718,972,6792,5102,836,16.38573109
Ballina,269,225,1462,1186,2518,4167,23,1567,504,1092,2119,15122,11911,1956,16.42179498
Coomera,171,109,814,866,1658,2514,4,295,215,209,2966,9826,6651,1094,16.44865434
Kurrajong Heights - Ebenezer,459,286,1733,1714,4027,4883,14,1363,573,506,4176,19737,15055,2478,16.45964796
Coramba - Nana Glen - Bucca,71,53,294,278,678,832,8,228,90,148,675,3362,2539,418,16.46317448
Mackay,57,27,268,151,466,842,4,273,59,111,399,2646,2136,352,16.47940075
Dubbo Region,64,65,487,336,959,1281,4,395,143,225,1097,5057,3735,616,16.49263722
Murrumba Downs - Griffin,251,180,1308,1290,2533,4018,3,639,313,345,3626,14509,10538,1739,16.50218258
Cranbrook,111,72,466,353,869,1572,4,379,106,163,859,4949,3927,649,16.52661064
Mickleham - Yuroke,65,35,237,243,473,738,0,162,74,81,628,2742,2033,337,16.57648795
Toronto - Awaba,313,148,1124,925,2157,3214,13,1252,419,625,2047,12232,9560,1585,16.57949791
Romsey,150,158,727,710,1492,2219,4,588,179,410,1740,8388,6238,1035,16.59185636
Condell Park,210,64,895,636,993,2959,3,856,433,302,2397,9741,7042,1169,16.60039761
Helena Valley - Koongamia,85,84,433,377,852,1416,0,247,128,148,914,4687,3625,602,16.60689655
Malanda - Yungaburra,167,114,673,557,1362,2113,10,578,178,386,1429,7557,5742,954,16.61442006
Elanora,212,152,981,892,1923,3019,13,605,286,391,2117,10602,8094,1345,16.61724734
Dromana,172,190,934,847,1677,2810,9,835,327,451,1456,9702,7795,1296,16.62604233
St Agnes - Ridgehaven,205,178,1104,963,2011,3397,7,743,306,314,1826,11059,8919,1487,16.67227268
North Toowoomba - Harlaxton,99,85,460,301,892,1524,6,400,96,190,951,5003,3862,644,16.67529777
Mount Louisa,110,89,808,594,1612,2354,3,344,126,175,2041,8254,6038,1007,16.67770785
Earlville - Bayview Heights,147,92,664,482,1297,2062,0,503,161,305,1404,7109,5400,903,16.72222222
Mount Pleasant - Glenella,150,127,910,588,1765,2699,7,658,200,352,2030,9479,7097,1187,16.72537692
Huonville - Franklin,153,120,671,515,1223,2185,12,579,186,374,1486,7496,5636,944,16.74946771
Helensvale,308,175,1270,1210,2273,4075,4,755,396,427,2664,13557,10466,1753,16.74947449
Campbelltown - Woodbine,387,137,1361,1092,2123,4415,19,1223,473,603,3008,14850,11239,1885,16.7719548
Golden Plains - South,101,146,524,494,1181,1507,3,505,126,239,1420,6252,4593,771,16.78641411
Narooma - Bermagui,177,158,734,626,1473,2116,8,776,304,558,1075,8001,6368,1069,16.7870603
Albany,219,225,1143,999,1905,3625,11,959,370,748,2050,12251,9453,1587,16.78832117
Dalyellup,110,109,646,487,1292,2020,0,309,174,174,2105,7431,5152,865,16.78959627
Springvale,319,108,1411,832,1128,4127,9,1948,1072,657,2363,13967,10947,1838,16.78998812
Shellharbour - Flinders,334,183,1363,1272,2744,3817,11,1009,455,440,3554,15185,11191,1880,16.79921365
Werribee - South,200,161,861,757,1367,2627,9,1008,270,438,1488,9197,7271,1222,16.80649154
Urunga,81,65,416,309,793,1108,12,452,119,268,607,4218,3343,562,16.81124738
Springfield,109,60,467,409,894,1565,5,185,94,103,1545,5431,3783,636,16.81205393
Maroochydore - Kuluin,317,245,1608,1267,2916,4894,7,1154,484,741,1992,15625,12892,2170,16.83214397
Thorneside,61,50,311,291,600,903,7,198,80,119,622,3246,2505,422,16.84630739
Seaham - Woodville,104,61,482,406,1031,1240,0,355,150,174,1026,5038,3838,647,16.85773841
Goonellabah,194,150,1177,769,2052,3217,14,1070,366,496,2321,11837,9020,1521,16.86252772
Bacchus Marsh Region,109,101,449,389,914,1346,0,492,115,234,1020,5160,3906,659,16.87147977
No Usual Address (NSW),202,98,743,523,1266,2313,17,753,261,461,573,7209,6175,1043,16.89068826
Ross,56,36,157,120,337,464,0,236,71,157,341,1972,1474,249,16.89280868
Alkimos - Eglinton,76,61,492,473,1087,1303,0,106,109,113,1473,5308,3722,629,16.89951639
Greenacre - Mount Lewis,575,151,1951,1352,2031,6837,7,1858,1085,930,5606,22374,15838,2677,16.90238666
Benalla Region,58,65,295,282,608,823,3,263,81,153,532,3156,2471,418,16.91622825
Katherine,125,121,612,523,1191,1724,11,554,215,507,1793,7372,5072,858,16.91640379
Douglas Park - Appin,183,116,787,751,1745,2099,3,495,245,314,2130,8859,6415,1086,16.92907249
Corrimal - Tarrawanna - Bellambi,346,189,1270,1078,2429,3504,15,1402,444,583,2520,13761,10658,1805,16.9356352
Modbury Heights,362,272,1622,1465,2957,5351,8,859,422,467,3105,16892,13320,2256,16.93693694
Coffs Harbour - South,163,105,832,672,1400,2285,17,755,266,668,1339,8496,6489,1100,16.95176452
Kununurra,74,85,515,300,837,1602,10,389,173,354,1421,5744,3969,674,16.98160746
Wallsend - Elermore Vale,429,186,1703,1257,3015,4608,21,1863,529,1051,3046,17715,13618,2318,17.02158907
